Building Id,Cogent Market,Ranking,Address,Building/Node Name,City,State,Zip Code,On Net Date,On Net Status,Site Type
16110-0,St. Louis,1,210 N Tucker Blvd,Digital Realty Trust,St. Louis,MO,63101,2/21/07,Lit,Carrier Neutral Data Center
16110-1,St. Louis,1,210 N Tucker Blvd,COI Pop - STL02 - 365 Main,St. Louis,MO,63101,2/28/05,Lit,Carrier Neutral Data Center
16117-1,Boca Raton,1,5050 Conference Way North,COI Pop - BCT01 - Verio Data Center,Boca Raton,FL,33431,6/26/07,Lit,Cogent Data Center
16169-2,Munich,1,Seidlstrasse 3,Equinix MU1 & MU3,Munich,GM,D-80335,1/29/09,Lit,Carrier Neutral Data Center
16177-1,Paris,1,6 rue Latecoere,ADOXYS,Velizy Villacoublay,FR,78140,2/14/05,Lit,Carrier Neutral Data Center
16189-0,Paris,1,8 Rue Grange Dame Rose,MGN,Velizy Villacoublay,FR,78142,10/28/11,Lit,Carrier Neutral Data Center
16190-0,Lyon,1,81 Boulevard du Parc d Artillerie,MGN,Lyon,FR,69007,10/4/05,Lit,Carrier Neutral Data Center
16199-1,Porto,2,EstaÃ§ao Ferroviaria,COI NAP - Renfe Hut,Oporto,PT,4300,7/13/05,Un Lit,Carrier Neutral Data Center
16200-1,Copenhagen,1,Horskatten 3 -HAL1,COI Hub - CPH01 - Global Connect,Taastrup,DK,23630,3/15/05,Lit,Carrier Neutral Data Center
16313-1,Newark,1,200B Meadowlands Pkwy,vXchnge,Secaucus,NJ,7094,11/21/14,Lit,Carrier Neutral Data Center
16343-1,Cincinnati,1,302 West Third Street,Profitability.net,Cincinnati,OH,45202,6/13/12,Lit,Carrier Neutral Data Center
1639-1,New York,2,55 Water St - 20th Floor,"NYSE Data Center, 21st Floor",New York,NY,10041,11/15/10,Un Lit,Carrier Neutral Data Center
1639-2,New York,1,55 Water St 21st Floor,DTCC,New York,NY,10041,7/2/13,Lit,Carrier Neutral Data Center
16487-0,Baltimore,1,1401 Russell Street,Baltimore Technology Park,Baltimore,MD,21230,9/29/12,Lit,Carrier Neutral Data Center
1649-3,New York,1,33 Whitehall,New York Hosting Ctr,New York,NY,10004,7/31/02,Lit,Cogent Data Center
16632-1,Memphis,1,7620 Appling Center Drive 1st floor,zColo,Memphis,TN,38133,7/29/11,Lit,Carrier Neutral Data Center
16658-0,Antwerp,1,Noorderlaan 133,COI Hub - ANR01 - LCL Belgium,Antwerpen,BE,2030,6/29/10,Lit,Carrier Neutral Data Center
16761-0,Frankfurt,1,Robert-Bosch-StraÃŸe 36,COI Pop - FRF01 - ITECON Mainz,Mainz,GM,D-55129,10/27/10,Lit,Carrier Neutral Data Center
16833-0,Warsaw,1,Al. Jerozolimskie 65/79,PLIX,Warsaw,PO,00-697 Warsaw,2/11/11,Lit,Carrier Neutral Data Center
16865-0,Santa Clara,1,2050 Martin Avenue,2050 Martin Avenue,Santa Clara,CA,95050,7/21/10,Lit,Carrier Neutral Data Center
16992-1,Raleigh,1,213 N Harrington St,COI Hub - RDU01 - DukeNet,Raleigh,NC,27603,9/15/11,Lit,Carrier Neutral Data Center
17012-1,Greensboro,1,301 S Elm Street,COI Hub - GSO01 - DukeNet,Greensboro,NC,27401,9/15/11,Lit,Carrier Neutral Data Center
1703-1,Seattle,1,2001 6th Ave - Suite 1202,Equinix (Formerly Switch and Data),Seattle,WA,98121,11/22/01,Lit,Carrier Neutral Data Center
1703-11,Seattle,1,2001 6th Ave - Suite 2008A,Swift Ventures,Seattle,WA,98121,1/6/06,Lit,Carrier Neutral Data Center
1703-12,Seattle,1,2001 6th Ave - 19th Floor,Meet-Me-Room,Seattle,WA,98121,11/18/08,Lit,Carrier Neutral Data Center
1703-2,Seattle,1,2001 6th Ave - Suite 1202,Equinix (Formerly PAIX and then Switch and Data),Seattle,WA,98121,7/12/14,Lit,Carrier Neutral Data Center
1703-3,Seattle,1,2001 6th Ave - Suite 3205,Green House Data (formerly FiberCloud),Seattle,WA,98121,11/22/01,Lit,Carrier Neutral Data Center
1703-8,Seattle,1,2001 6th Ave - 18th floor,COI Hub - SEA02 - Colocenters,Seattle,WA,98121,1/15/02,Lit,Carrier Neutral Data Center
17186-0,Miami,1,11234 NW 20th Street,QTS Datacenter,Miami,FL,33172,6/4/13,Lit,Carrier Neutral Data Center
17191-1,Syracuse,1,2 Clinton Square,COI Hub - SYR01 - Fibertech,Syracuse,NY,13202,4/27/11,Lit,Carrier Neutral Data Center
17191-2,Syracuse,1,"2 Clinton Square, 3rd Floor",NYSERNET,Syracuse,NY,13202,2/5/13,Lit,Carrier Neutral Data Center
173-1,Atlanta,1,55 Marietta St NW,Building MMR,Atlanta,GA,30303,8/4/15,Lit,Carrier Neutral Data Center
173-10,Atlanta,1,55 Marietta St NW 8th Floor,JTC Communications,Atlanta,GA,30303,1/26/12,Lit,Carrier Neutral Data Center
173-2,Atlanta,1,55 Marietta St NW,Cogent Data Center,Atlanta,GA,30303,3/8/10,Lit,Cogent Data Center
1738-1,San Diego,1,"525 B St, Suite 1020",COI Pop - SAN04 - Cogent Data Center,San Diego,CA,92101,8/22/14,Lit,Cogent Data Center
17536-1,Newark,1,110 B Meadowlands Pkwy,Interserver.net,Secaucus,NJ,7094,9/30/08,Lit,Carrier Neutral Data Center
17688-0,Luxembourg,1,"45, boulevard Pierre Frieden",Broadcasting Center Europe,Luxembourg,0,L-1543,2/11/11,Lit,Carrier Neutral Data Center
1806-1,"Washington, DC",1,1120 Vermont Ave NW,COI Hub - DCA01 (new) - Cogent Datacenter (former,Washington,DC,20005,10/9/07,Lit,Cogent Data Center
18270-0,Santa Clara,1,3001 Stender Way,CoreSite,Santa Clara,CA,95054,9/14/12,Lit,Carrier Neutral Data Center
1841-1,Tampa,1,400 N Tampa St,WOW Business,Tampa,FL,33602,6/28/07,Lit,Carrier Neutral Data Center
1841-2,Tampa,1,400 N Tampa St,Cogent Data Center,Tampa,FL,33602,1/21/15,Lit,Cogent Data Center
1848-1,Santa Clara,1,55 S Market St,55 S Market,San Jose,CA,95113,9/26/03,Lit,Carrier Neutral Data Center
1865-1,San Francisco,1,185 Berry St Suite 1820,Level 3,San Francisco,CA,94107,8/21/01,Lit,Carrier Neutral Data Center
18787-0,Atlanta,1,6 West Druid Hills Drive,6 West Druid Hills,Atlanta,GA,30329,5/4/11,Lit,Carrier Neutral Data Center
18852-0,Dallas,1,1232 Alma Rd,Digital Dallas DRT Campus,Richardson,TX,75081,3/25/14,Lit,Carrier Neutral Data Center
19031-1,Munich,1,Wamslerstrasse 8,Level 3 Gateway,Munich,GM,81829,2/15/05,Lit,Carrier Neutral Data Center
19033-1,Copenhagen,1,"Matematiktorvet, Bldg 304",DIX - Danish Internet Exchange,Kongens Lyngby,DK,2800,11/18/05,Lit,Carrier Neutral Data Center
19050-1,Copenhagen,1,Sydvestvej 100,TeliaSonera,Glostrup,DK,2600,4/20/06,Lit,Carrier Neutral Data Center
19052-0,Dallas,1,1001 East Campbell Road,SunGard (former VeriCenter),Richardson,TX,75081,7/21/06,Lit,Carrier Neutral Data Center
19066-1,Frankfurt,1,Friestrasse 26/Kruppstrasse 121-127,Equinix (former IX Europe),Frankfurt,GM,60388,8/21/08,Lit,Carrier Neutral Data Center
19078-1,Stockholm,1,MariehÃ_llsvÃ_gen 36,COI Pop - STO01 - Equinix-Stockholm SK1,Bromma,SE,16865,2/24/06,Lit,Carrier Neutral Data Center
19082-1,Montreal,1,625 Blvd Rene-Levesque West,Cologix 1,Montreal,QC,H3B 1R2,5/25/06,Lit,Carrier Neutral Data Center
19086-1,Montreal,1,3000 Blvd Rene-Levesque,Cologix 2,Montreal,QC,H3E 1T9,5/25/06,Lit,Carrier Neutral Data Center
19090-1,Amsterdam,1,Capronilaan 2,Easynet,Schiphol-Rijk,NL,1119 NR,11/14/06,Lit,Carrier Neutral Data Center
19105-1,Milan,1,Via Caldera 21-Bldg. E,COI Hub - MIL01 - Netscalibur Avalon,Milan,IT,20153,5/12/06,Lit,Carrier Neutral Data Center
19111-1,Zurich,1,Hardstrasse 235,COI Hub - ZRH01 - Equinix ZH1,Zurich,CH,8005,6/27/06,Lit,Carrier Neutral Data Center
19112-1,Zurich,1,Josefstrasse 225,Equinix ZH2,Zurich,CH,8005,6/27/06,Lit,Carrier Neutral Data Center
19112-2,Zurich,1,Josefstrasse 225,ICT Center,Zurich,CH,8005,5/9/07,Lit,Carrier Neutral Data Center
19112-3,Zurich,1,Josefstrasse 225,Equnix 4,Zurich,CH,8005,9/19/11,Lit,Carrier Neutral Data Center
19120-1,"Washington, DC",1,"44470 Chilum Place, Bldg 1",Equinix Bldg G,Ashburn,VA,20147,3/30/06,Lit,Carrier Neutral Data Center
19133-1,Houston,1,12025 North Fwy,SunGard-Houston North,Houston,TX,77060,4/24/06,Lit,Carrier Neutral Data Center
19133-3,Houston,1,12061 North Fwy,Cogent Data Center,Houston,TX,77060,5/25/10,Lit,Cogent Data Center
19138-1,Milan,1,Via Caldera 21 - Bldg D,MIX,Milan,IT,20153,6/22/06,Lit,Carrier Neutral Data Center
19150-1,Los Angeles,1,1920 E Maple Avenue,Equinix,El Segundo,CA,90245,11/9/06,Lit,Carrier Neutral Data Center
19158-0,Atlanta,1,1100 White St,Zayo (formerly GNAX),Atlanta,GA,30318,9/29/06,Lit,Carrier Neutral Data Center
19160-1,Milan,1,Via Caldera 21- Bldg. B,seeweb srl,Milan,IT,20153,2/16/07,Lit,Carrier Neutral Data Center
19160-2,Milan,1,Via Caldera 21- Bldg. B,KPNQwest Italia SpA,Milan,IT,20153,8/29/07,Lit,Carrier Neutral Data Center
19174-0,Phoenix,1,2121 S Price Rd,Digital Realty Trust,Chandler,AZ,85286,2/4/08,Lit,Carrier Neutral Data Center
19175-0,Los Angeles,1,2260 E El Segundo Blvd,Digital Realty Trust,El Segundo,CA,90245,6/29/07,Lit,Carrier Neutral Data Center
19192-1,Montreal,1,1250 Blvd Rene Levesque West,COI Hub - YMQ02 - Cologix 3 - MTRLPQ1C,Montreal,QC,H3B 4W8,12/15/06,Lit,Carrier Neutral Data Center
19263-0,Miami,1,2115 NW 22nd St,The Miami Exchange,Miami,FL,33142,2/7/07,Lit,Carrier Neutral Data Center
1944-1,New York,1,65 Broadway - 3rd floor,365 Main ( Formerly Equinix),New York,NY,10006,10/31/05,Lit,Carrier Neutral Data Center
19492-1,Albany,1,11 N Pearl St,Fibertech,Albany,NY,12207,12/29/06,Lit,Carrier Neutral Data Center
19498-0,Paris,1,114 rue Ambroise Croizat,Equinix-PA2,Saint-Denis,FR,95200,1/15/07,Lit,Carrier Neutral Data Center
19505-1,Albany,1,80 State Street,COI Hub - ALB02 - ALBYNY1C - Fibertech,Albany,NY,12207,12/29/06,Lit,Carrier Neutral Data Center
19922-0,Singapore,2,23 Tai Seng Drive,Rackscentral Data Center,Singapore,SG,535224,7/15/16,Scheduled,Carrier Neutral Data Center
20097-1,Los Angeles,1,6171 W Century Boulevard,Alchemy LAX Data Center,Los Angeles,CA,90045,6/23/08,Lit,Carrier Neutral Data Center
20116-0,San Antonio,1,301 Broadway/100 Taylor,COI Hub - SAT01 - Taylor Telecom Ctr Bldg 1,San Antonio,TX,78205,4/19/07,Lit,Carrier Neutral Data Center
20117-0,San Antonio,1,323 Broadway,Taylor Telecom Center Bldg 2 - Grande,San Antonio,TX,78205,4/19/07,Lit,Carrier Neutral Data Center
20136-1,Rome,1,Via Dei Tizii 6b,COI Hub - ROM01 - Caspur Namex,Rome,IT,185,7/25/07,Lit,Carrier Neutral Data Center
20176-1,Montreal,1,800 Place Victoria,Netelligent,Montreal,QC,H4Z 1J2,9/3/13,Lit,Carrier Neutral Data Center
20196-1,Oslo,1,Hans Moller Gasmanns Vei 9,COI Hub - OSL01 - IP Only,Oslo,NO,598,6/29/07,Lit,Carrier Neutral Data Center
20196-2,Oslo,1,Hans Moller Gasmanns Vei 9,Verizon Pop,Oslo,NO,598,9/18/13,Lit,Carrier Neutral Data Center
20197-1,Oslo,1,Ulvenveien 89 B,Digiplex,Oslo,NO,581,7/31/07,Lit,Carrier Neutral Data Center
20210-0,Charlotte,1,125 N Myers St,COI Hub - CLT01 - DRT 125 (CHRLNC1C),Charlotte,NC,28202,5/31/07,Lit,Carrier Neutral Data Center
20216-1,"Washington, DC",1,21691 Filigree Court,COI Pop - IAD02 - Equinix Building E (DC4),Ashburn,VA,20147,1/31/07,Lit,Carrier Neutral Data Center
20261-0,Montreal,1,5945 Couture Blvd,iWeb-CL,Saint-Leonard,QC,H1P 1A8,1/28/08,Lit,Carrier Neutral Data Center
20286-1,Bratislava,1,Kopcianska 18,COI Hub - BTS01 - Sitel Data Center,Bratislava,SK,85101,8/31/07,Lit,Carrier Neutral Data Center
20288-1,Prague,1,Nad Elektrarnou 411,COI Hub - PRG01 - Sitel Data Center,Prague,CZ,10600,8/30/07,Lit,Carrier Neutral Data Center
2029-1,Philadelphia,1,833 Chestnut St,DRT MMR,Philadelphia,PA,19107,11/27/13,Lit,Carrier Neutral Data Center
20327-1,Minneapolis,1,511 11th Ave S,COI Hub - MSP01 - Cologix,Minneapolis,MN,55415,8/11/08,Lit,Carrier Neutral Data Center
20327-4,Minneapolis,1,511 11th Ave S,VxCHNGE,Minneapolis,MN,55415,10/14/15,Lit,Carrier Neutral Data Center
20365-0,Malmo,1,Krossverksgatan 15,COI Hub - MMX01 - IP-Only Malmo,Limhamn,SE,216 16,7/25/07,Lit,Carrier Neutral Data Center
20372-0,Budapest,1,Asztalos Sandor u 13,COI Hub - BUD01 - T-Systems (fka DATAPLEX),Budapest,HU,H-1087,9/20/07,Lit,Carrier Neutral Data Center
20377-1,McAllen,1,200 S 10th Street,COI Hub - MFE01 - CarrierCom,McAllen,TX,78501,12/11/07,Lit,Carrier Neutral Data Center
20379-0,Oslo,1,Gaustadalleen 21,Oslo Innovation Center -Forskningsparken AS,Oslo,NO,349,12/15/07,Lit,Carrier Neutral Data Center
20394-1,Helsinki,1,Kiviadankatu 2 H,COI Pop - HEL03 - Nebula OY,Helsinki,FI,210,12/12/08,Lit,Carrier Neutral Data Center
20395-1,Helsinki,1,Radiokatu 5,Digita Oy,Helsinki,FI,240,12/12/08,Lit,Carrier Neutral Data Center
20396-1,Helsinki,1,Tekniikantie 14,COI Hub - HEL01 - IP-Only- Innopoli 2,Espoo,FI,2150,12/12/08,Lit,Carrier Neutral Data Center
20405-0,Arezzo,1,via PO #19,COI Pop - QZO01,Arezzo,IT,52100,6/28/07,Lit,Carrier Neutral Data Center
20406-0,Florence,1,Campi Bisenzio VS Quirico 264,COI Hub - FLR01,Florence,IT,50013,6/26/07,Lit,Carrier Neutral Data Center
20407-0,Bologna,1,Villanova di Castenaso V Ca dellOrbO 35,COI Pop - BLQ01,Bologna,IT,40055,6/26/07,Lit,Carrier Neutral Data Center
20415-1,Santa Clara,1,1100 Space Park Drive,Telx MMR,Santa Clara,CA,95050,8/30/07,Lit,Carrier Neutral Data Center
20427-1,Phoenix,1,3110 N Central Avenue,365 Main,Phoenix,AZ,85012,4/14/08,Lit,Carrier Neutral Data Center
20427-2,Phoenix,1,3110 N Central Avenue,CoreLink Data Centers,Phoenix,AZ,85012,11/4/08,Lit,Carrier Neutral Data Center
20462-1,Santa Clara,1,1700 Richard Avenue,SVCOLO,Santa Clara,CA,95050,8/27/07,Lit,Carrier Neutral Data Center
20464-0,Santa Clara,1,3030 Corvin Drive,Terremark NAP,Santa Clara,CA,95051,9/4/07,Lit,Carrier Neutral Data Center
20473-0,Dublin,1,Exchange Centre 6/7 Kilcarbery Park Nangor Road,TelecityGroup (DEG) DUB 2,Clonadalkin,IE,Dublin 22,12/13/07,Lit,Carrier Neutral Data Center
20475-0,Dublin,1,Clonshaugh Industrial Estate,COI Hub - DUB01 - Hibernia Atlantic,Dublin,IE,Dublin 17,12/10/07,Lit,Carrier Neutral Data Center
20476-0,Dublin,1,Unit 35 Lavery Avenue Parkwest Business Park,COI Pop - DUB02 - InterXion,Dublin,IE,Dublin 12,12/19/07,Lit,Carrier Neutral Data Center
20477-1,Dublin,1,Blanchardstown Corporate Park,Servcentric,Dublin,IE,Dublin 15,12/21/07,Lit,Carrier Neutral Data Center
20478-0,Dublin,1,Kingswood Avenue Unit 4027 City West Business Park,Telecity Redbus,Dublin,IE,Dublin 24,12/12/07,Lit,Carrier Neutral Data Center
20480-0,Bratislava,1,Namestie Slobody 17,Six Bldg Computing Centre,Bratislava,SK,81243,12/14/07,Lit,Carrier Neutral Data Center
20482-0,Amsterdam,1,J.W. Lucasweg 35,COI Pop - AMS06 - EVO Switch,Haarlem,NL,2031 BE,10/26/07,Lit,Carrier Neutral Data Center
20508-1,Las Vegas,1,7185 Pollock Drive,zColo,Las Vegas,NV,89119,7/19/12,Lit,Carrier Neutral Data Center
20515-1,Salt Lake City,1,179 Social Hall,COI Hub - SLC01 - C7 Data Centers (Formerly Tier F,Salt Lake City,UT,84111,12/6/07,Lit,Carrier Neutral Data Center
20521-0,Salt Lake City,1,7202 S Campus View Dr,ViaWest,West Jordan,UT,84084,1/23/08,Lit,Carrier Neutral Data Center
20529-1,Manchester,1,Williams House Manchester Science Park Lloyd St N,COI Pop - MAN02 - Telecity Williams House,Manchester,UK,M15 65E,6/6/08,Lit,Carrier Neutral Data Center
2053-0,Atlanta,1,56 Marietta St (2nd Floor),COI Pop - ATL04 - Telx,Atlanta,GA,30303,11/2/01,Lit,Carrier Neutral Data Center
2053-1,Atlanta,1,56 Marietta St NW,COI Pop - ATL02 - Equinix (Formerly Switch and Dat,Atlanta,GA,30303,11/2/01,Lit,Carrier Neutral Data Center
20536-0,Genoa,1,Genova Localita Borzoli CAP,COI Hub - GOA01 - Interoute Genoa,Genoa,IT,16153,6/25/08,Lit,Carrier Neutral Data Center
20542-0,Bucharest,1,8 Dimitrie Pompeiu,COI Hub - BUH01 - NX DATA 1 (FEPER Bldg),Bucharest,RO,20337,5/28/08,Lit,Carrier Neutral Data Center
20557-0,Santa Clara,1,1656 McCarthy Blvd,Coresite SV2 Data Center,Milpitas,CA,95035,6/19/15,Lit,Carrier Neutral Data Center
20563-1,Frankfurt,1,Eschborner Landstrasse 100,e-shelter datacenter,Frankfurt,GM,60489,1/31/08,Lit,Carrier Neutral Data Center
20571-1,Bratislava,1,Kopcianska 20 c,Sitel POP 1 Buildng,Bratislava,SK,85101,9/5/07,Lit,Carrier Neutral Data Center
20580-0,Kolding,1,Kokbjerg 8,COI POP - BLL01 - GC Kolding Amp Site,Kolding,DK,6000,10/15/15,Lit,Carrier Neutral Data Center
20592-1,Cologne,1,Hansestrasse 109,COI Pop - CGN01 - Host Europe,Cologne,GM,51149,11/9/07,Lit,Carrier Neutral Data Center
20604-0,Los Angeles,1,900 N Alameda,CoreSite LA2 (fka Wilshire Annex),Los Angeles,CA,90012,2/27/09,Lit,Carrier Neutral Data Center
20641-0,Timisoara,1,Torontalului 94,COI Pop - TSR01 - Orange MSC datacenter -Prime POP,Timisoara,RO,300633,7/31/08,Lit,Carrier Neutral Data Center
20649-1,Manchester,1,Kilburn House Manchester Science Park Lloyd St N,Telecity,Manchester,UK,M15 6SE,6/6/08,Lit,Carrier Neutral Data Center
20652-1,Manchester,1,"Reynolds House, Manchester Technopark, 4 Archway",COI Hub - MAN01 - IFL2,Manchester,UK,M15 5RN,2/29/08,Lit,Carrier Neutral Data Center
20653-1,Manchester,1,"Synergy House, Manchester Science Park",UK Grid 4,Manchester,UK,M15 6SE,6/6/08,Lit,Carrier Neutral Data Center
20653-2,Manchester,1,"Synergy House, Manchester Science Park",UK Grid-Unit 6,Manchester,UK,M15 6SE,7/1/11,Lit,Carrier Neutral Data Center
20664-1,Budapest,1,Victor Hugo u 18-22,BIX/Interware Zrt,Budapest,HU,H-1132,3/7/08,Lit,Carrier Neutral Data Center
20667-1,Glasgow,1,88 Middlesex Street,COI Hub - GLA01 - IOMART,Glasgow,UK,G41 1EE,2/29/08,Lit,Carrier Neutral Data Center
20673-1,Detroit,1,24700 Northwestern Highway,COI Hub - DTW04 - 123Net,Southfield,MI,48075,4/2/08,Lit,Carrier Neutral Data Center
20676-0,Orange County,1,2421 W. La Palma Avenue,Anaheim Palms Telecom Center Building 2,Anaheim,CA,92801,9/26/11,Lit,Carrier Neutral Data Center
20688-1,Edinburgh,1,Clocktower Estate South Gyle Crescent,COI Hub - EDI01 - Scolocate Phase II Building,Edinburgh,UK,EH12 9LB,2/29/08,Lit,Carrier Neutral Data Center
20698-1,Budapest,1,Neumann J. u. 1. Building A,Pan Tel Pop,Budapest,HU,1117 XI,3/7/08,Lit,Carrier Neutral Data Center
20708-1,Kiev,1,Gaydara 50 Str.,COI Hub - KBP01 - NewTelco,Kiev,UA,1033,4/17/09,Lit,Carrier Neutral Data Center
20710-2,Providence,1,1155 Westminster St,Prov.net,Providence,RI,2909,9/10/09,Lit,Carrier Neutral Data Center
20712-0,Providence,1,235 Promenade,COI Hub - PVD01 - Lightower Datacenter,Providence,RI,2909,2/15/08,Lit,Carrier Neutral Data Center
20735-1,Omaha,1,1623 Farnam Rd,COI Hub - OMA01 - Pinpoint Network Services,Omaha,NE,68102,5/22/08,Lit,Carrier Neutral Data Center
20735-3,Omaha,1,1623 Farnam Rd,Building MMR,Omaha,NE,68102,6/20/12,Lit,Carrier Neutral Data Center
20767-1,Salt Lake City,1,572 S Delong St,Level(3) Gateway,Salt Lake City,UT,84104,2/13/08,Lit,Carrier Neutral Data Center
20771-1,Las Vegas,1,2595 Fremont St,LasVegas.net (was LAS01),Las Vegas,NV,89104,2/29/08,Lit,Carrier Neutral Data Center
20778-1,Austin,1,"1122 Colorado St, Suite 110",COI Hub - AUS02 - Bestline NOC,Austin,TX,78701,8/21/08,Lit,Carrier Neutral Data Center
20818-1,Amsterdam,1,Paul van Vlissingenstraat 16,Eunetworks POP,Amsterdam,NL,1096 BK,5/16/08,Lit,Carrier Neutral Data Center
20820-1,Amsterdam,1,Wenckebachweg 127,Telecity 4 Datacenter,Amsterdam,NL,1096 AM,7/31/08,Lit,Carrier Neutral Data Center
20829-1,Ljubljana,1,Å martinska 106,TuÅ¡Mobil,Ljubljana,SI,SI-1000,9/23/08,Lit,Carrier Neutral Data Center
20830-1,Ljubljana,1,BrnÃ¨iÃ¨eva 49,TuÅ¡Mobil,Ljubljana,SI,SI-1231,9/23/08,Lit,Carrier Neutral Data Center
20832-1,Ljubljana,1,Tivolska 50,LIX - Ljubljana Internet Exchange,Ljubljana,SI,SI-1000,10/30/08,Lit,Carrier Neutral Data Center
20833-1,Ljubljana,1,BeriÃ¨evo 70,COI Hub - LJU01 - Stelkom RTP BeriÃ¨evo,Ljubljana,SI,SI-1262,9/2/08,Lit,Carrier Neutral Data Center
20834-1,Ljubljana,1,Dunajska Cesta 5,Data Center,Ljubljana,SI,SI-1000,10/30/08,Lit,Carrier Neutral Data Center
20835-1,Zagreb,1,Selska cesta 93,COI Hub - ZAG01 - Altus IT,Zagreb,HR,HR-10000,9/24/08,Lit,Carrier Neutral Data Center
20857-1,Newark,1,755 Secaucus Rd,Equinix NY4,Secaucus,NJ,7094,1/23/08,Lit,Carrier Neutral Data Center
20862-1,Slough-West London,1,"2 Buckingham Avenue, Slough Trading Estate",COI Hub - LHR01 - Equinix - London Slough (LD4),Slough,UK,SL1 4NB,2/29/08,Lit,Carrier Neutral Data Center
20862-2,Slough-West London,2,"2 Buckingham Avenue, Slough Trading Estate",Equinix MMR 2-Slough OSEMCZ.10,Slough,UK,SL1 4NB,5/25/16,Un Lit,Carrier Neutral Data Center
20906-1,Amsterdam,1,Sumatralaan 45 (Mediapark),Media Gateway Building C,Hilversum,NL,1217 GP,6/27/08,Lit,Carrier Neutral Data Center
20911-1,Zagreb,1,Josipa Moronic 5,CIX (Univ Computing Ctr),Zagreb,HR,10000,5/25/10,Lit,Carrier Neutral Data Center
20919-1,Cleveland,1,100 Public Square (aka 200 W. Prospect Ave),vXchnge,Cleveland,OH,44113,8/6/11,Lit,Carrier Neutral Data Center
20943-0,Santa Clara,1,1350 Duane Ave,Equinix SV2,Santa Clara,CA,95054,8/28/08,Lit,Carrier Neutral Data Center
20975-2,Kiev,1,Leontovich Street 9,Top Net,Kiev,UA,1601,7/15/09,Lit,Carrier Neutral Data Center
2102-0,Richmond,1,6000 Technology Blvd,QTS Datacenter,Sandston,VA,23150,7/29/14,Lit,Carrier Neutral Data Center
21029-1,Oakland,1,1624 Franklin Street,COI Hub - OAK01 - Cogent Data Center,Oakland,CA,94612,3/27/09,Lit,Cogent Data Center
21035-0,Tulsa,1,322 E Archer Street,COI Hub - TUL01 - Perimeter Center,Tulsa,OK,74120,9/19/08,Lit,Carrier Neutral Data Center
21036-0,Zurich,1,Badenerstrasse 569,Colozueri.ch AG,Zurich,CH,8048,8/22/08,Lit,Carrier Neutral Data Center
21037-0,Zurich,1,Sagereistrasse 29,InterXion,Zurich,CH,CH-8152,8/21/08,Lit,Carrier Neutral Data Center
21038-2,Zurich,1,Letzigraben 75,Layer One,Zurich,CH,CH-8003,8/21/08,Lit,Carrier Neutral Data Center
21052-0,Las Vegas,1,304 E Carson Avenue,COI Hub - LAS02 - ViaWest (fka CoreLink),Las Vegas,NV,89101,7/9/08,Lit,Carrier Neutral Data Center
21081-0,Montreal,1,7171 Jean Talon East,Cologix 4,Anjou,QC,H1N 3M2,10/20/09,Lit,Carrier Neutral Data Center
21082-0,Montreal,1,20 Place du Commerce,iWeb3,Verdun,QC,H3E 1Z6,11/19/08,Lit,Carrier Neutral Data Center
21083-0,Montreal,1,9300 Route Transcanadienne,Hypertec,Saint-Laurent,QC,H4S 1K5,9/22/08,Lit,Carrier Neutral Data Center
21114-1,South Bend,1,506 W South Street,COI Hub - SBN01 - Global Access Point,South Bend,IN,46601,1/16/09,Lit,Carrier Neutral Data Center
21116-0,Indianapolis,1,800 Oliver Ave,COI Hub - IND01 - Global Access Point,Indianapolis,IN,46225,1/20/09,Lit,Carrier Neutral Data Center
21117-0,Indianapolis,1,733 W Henry Street,Lifeline Data Centers,Indianapolis,IN,46225,3/5/09,Lit,Carrier Neutral Data Center
21131-2,Minneapolis,1,250 Marquette Avenue,Cogent Data Center,Minneapolis,MN,55401,10/13/10,Lit,Cogent Data Center
21176-0,Ljubljana,1,TehnoloÅ¡ki park 19,Technology Park Ljubljana,Ljubljana,SI,SI-1000,10/30/08,Lit,Carrier Neutral Data Center
2125-0,Newark,1,2 Emerson Lane,Coresite NY2,Secaucus,NJ,7094,5/9/14,Lit,Carrier Neutral Data Center
2133-1,Boston,1,70 Innerbelt Road,CRG West Datacenter,Somerville,MA,2143,11/9/07,Lit,Carrier Neutral Data Center
21415-1,Columbus,1,226 North Fifth Street,Level (3),Columbus,OH,43215,10/17/08,Lit,Carrier Neutral Data Center
21415-2,Columbus,1,226 North Fifth Street,Bluemile,Columbus,OH,43215,12/21/10,Lit,Carrier Neutral Data Center
21474-1,Oakland,1,5000 Hollis St,Level 3,Emeryville,CA,94608,4/29/09,Lit,Carrier Neutral Data Center
21478-0,Oakland,1,720 2nd St,Digital Realty Trust (former 365 Main),Oakland,CA,94607,5/20/09,Lit,Carrier Neutral Data Center
2148-3,Boston,1,1 Summer St - 4th Floor MMR,1 Summer Meet Me Room,Boston,MA,2110,10/1/06,Lit,Carrier Neutral Data Center
2148-5,Boston,2,"1 Summer St, 4th Floor",Building Colo Room,Boston,MA,2110,9/17/04,Un Lit,Carrier Neutral Data Center
2148-8,Boston,1,1 Summer St,5th Floor BMMR,Boston,MA,2110,8/19/14,Lit,Carrier Neutral Data Center
21529-0,Bern,1,Hochfeldstrasse 114,COI Hub - BRN01 - NT Workspace colobern,Bern,CH,3012,12/12/08,Lit,Carrier Neutral Data Center
